Nome file,Dimensione,Cartella Diretta,Cartella Base,HDD
HNK 141 Ultra Remastered Edition - Desiderio Di Vendetta [1080P H265 10Bit AC3 2.0 ITA-JPN Sub ITA].mkv,768MB,Hokuto no Ken Ultra Remastered Edition + Movies,ANIME e CARTONI,Hikvision2TB
HNK 142 Ultra Remastered Edition - La Rivelazione [1080P H265 10Bit AC3 2.0 ITA-JPN Sub ITA].mkv,737MB,Hokuto no Ken Ultra Remastered Edition + Movies,ANIME e CARTONI,Hikvision2TB
HNK 143 Ultra Remastered Edition - Duello Fraterno [1080P H265 10Bit AC3 2.0 ITA-JPN Sub ITA].mkv,809MB,Hokuto no Ken Ultra Remastered Edition + Movies,ANIME e CARTONI,Hikvision2TB
HNK 144 Ultra Remastered Edition - Scontro Crudele [1080P H265 10Bit AC3 2.0 ITA-JPN Sub ITA].mkv,799MB,Hokuto no Ken Ultra Remastered Edition + Movies,ANIME e CARTONI,Hikvision2TB
HNK 145 Ultra Remastered Edition - Barlumi Di Memoria [1080P H265 10Bit AC3 2.0 ITA-JPN Sub ITA].mkv,799MB,Hokuto no Ken Ultra Remastered Edition + Movies,ANIME e CARTONI,Hikvision2TB
HNK 146 Ultra Remastered Edition - La Statua [1080P H265 10Bit AC3 2.0 ITA-JPN Sub ITA].mkv,748MB,Hokuto no Ken Ultra Remastered Edition + Movies,ANIME e CARTONI,Hikvision2TB
HNK 147 Ultra Remastered Edition - La Morte Di Ork [1080P H265 10Bit AC3 2.0 ITA-JPN Sub ITA].mkv,727MB,Hokuto no Ken Ultra Remastered Edition + Movies,ANIME e CARTONI,Hikvision2TB
HNK 148 Ultra Remastered Edition - Amore Contro Odio [1080P H265 10Bit AC3 2.0 ITA-JPN Sub ITA].mkv,788MB,Hokuto no Ken Ultra Remastered Edition + Movies,ANIME e CARTONI,Hikvision2TB
HNK 149 Ultra Remastered Edition - L'Anello Della Morte [1080P H265 10Bit AC3 2.0 ITA-JPN Sub ITA].mkv,686MB,Hokuto no Ken Ultra Remastered Edition + Movies,ANIME e CARTONI,Hikvision2TB
HNK 150 Ultra Remastered Edition - I Due Cugini [1080P H265 10Bit AC3 2.0 ITA-JPN Sub ITA].mkv,737MB,Hokuto no Ken Ultra Remastered Edition + Movies,ANIME e CARTONI,Hikvision2TB
HNK 151 Ultra Remastered Edition - Il Ritorno Di Bart [1080P H265 10Bit AC3 2.0 ITA-JPN Sub ITA].mkv,809MB,Hokuto no Ken Ultra Remastered Edition + Movies,ANIME e CARTONI,Hikvision2TB
"HNK 152 Ultra Remastered Edition - Addio, Ken! [1080P H265 10Bit AC3 2.0 ITA-JPN Sub ITA].mkv",748MB,Hokuto no Ken Ultra Remastered Edition + Movies,ANIME e CARTONI,Hikvision2TB
Hokuto No Ken - Movie 1-The Legend of Raoh Death in Love (2006) BD 1080p.x264.Dual Audio.Jap.Ita.Subs.Ita.Eng [Rady].mkv,3.9GB,Hokuto No Ken Movies & Ova Collection BD 1080p.x264.Dual Audio.Jap.Ita.Subs.Ita.Eng [Rady],Hokuto no Ken Ultra Remastered Edition + Movies,Hikvision2TB
Hokuto No Ken - Movie 2- The Legend of Yuria (2007) BD 1080p.x264.Dual Audio.Jap.Ita.Subs.Ita.Eng [Rady].mkv,2.2GB,Hokuto No Ken Movies & Ova Collection BD 1080p.x264.Dual Audio.Jap.Ita.Subs.Ita.Eng [Rady],Hokuto no Ken Ultra Remastered Edition + Movies,Hikvision2TB
Hokuto No Ken - Movie 3-The Legend of Raoh Fierce Fight (2007) BD 1080p.x264.Dual Audio.Jap.Ita.Subs.Ita.Eng [Rady].mkv,3.9GB,Hokuto No Ken Movies & Ova Collection BD 1080p.x264.Dual Audio.Jap.Ita.Subs.Ita.Eng [Rady],Hokuto no Ken Ultra Remastered Edition + Movies,Hikvision2TB
Hokuto No Ken - Movie 4- The Legend of Toki (2008) BD 1080p.x264.Dual Audio.Jap.Ita.Subs.Ita.Eng [Rady].mkv,2.1GB,Hokuto No Ken Movies & Ova Collection BD 1080p.x264.Dual Audio.Jap.Ita.Subs.Ita.Eng [Rady],Hokuto no Ken Ultra Remastered Edition + Movies,Hikvision2TB
Hokuto No Ken - Movie 5-The Legend of Kenshiro (2008) BD 1080p.x264.Dual Audio.Jap.Ita.Subs.Ita.Eng [Rady].mkv,4.3GB,Hokuto No Ken Movies & Ova Collection BD 1080p.x264.Dual Audio.Jap.Ita.Subs.Ita.Eng [Rady],Hokuto no Ken Ultra Remastered Edition + Movies,Hikvision2TB
Hokuto No Ken - The Cursed City OVA 1 (2003) BD 1080p.x264.Dual Audio.Jap.Ita.Subs.Ita.Eng [Rady].mkv,1.2GB,Hokuto No Ken Movies & Ova Collection BD 1080p.x264.Dual Audio.Jap.Ita.Subs.Ita.Eng [Rady],Hokuto no Ken Ultra Remastered Edition + Movies,Hikvision2TB
Hokuto No Ken - The Forbidden Fist OVA 2 (2003) BD 1080p.x264.Dual Audio.Jap.Ita.Subs.Ita.Eng [Rady].mkv,1004MB,Hokuto No Ken Movies & Ova Collection BD 1080p.x264.Dual Audio.Jap.Ita.Subs.Ita.Eng [Rady],Hokuto no Ken Ultra Remastered Edition + Movies,Hikvision2TB
Hokuto No Ken - When A Man Carries Sorrow OVA 3 (2004) BD 1080p.x264.Dual Audio.Jap.Ita.Subs.Ita.Eng [Rady].mkv,1.1GB,Hokuto No Ken Movies & Ova Collection BD 1080p.x264.Dual Audio.Jap.Ita.Subs.Ita.Eng [Rady],Hokuto no Ken Ultra Remastered Edition + Movies,Hikvision2TB
Hokuto.No.Ken.-.The.Movie.-.[1986].[Blu-ray.Mux.x264.1080p.AC3.Ita-Jap-Eng.Sub-Ita][By.mr.alfred.dj.&.Dohko.D.G.].mkv,8.0GB,Hokuto No Ken Movies & Ova Collection BD 1080p.x264.Dual Audio.Jap.Ita.Subs.Ita.Eng [Rady],Hokuto no Ken Ultra Remastered Edition + Movies,Hikvision2TB
Hokuto.No.Ken.-.The.Movie.-.[1986].Finale.alternativo.[Blu-ray.Mux.x264.1080p.AC3.Jap.Sub-Ita][By.mr.alfred.dj.&.Dohko.D.G.].mkv,102MB,Hokuto No Ken Movies & Ova Collection BD 1080p.x264.Dual Audio.Jap.Ita.Subs.Ita.Eng [Rady],Hokuto no Ken Ultra Remastered Edition + Movies,Hikvision2TB
Home Video Promo.mkv,10MB,BONUS,[1992] L'armata delle tenebre - Director's Cut + BONUS [1080p.x265.HEVC.10bit.ITA-ENG] (by.phadron) MIRCrew,Hikvision2TB
Hoshi no Koe [ac3 ITA ENG JAP JAP sub ITA ENG] by Salvo.mkv,594MB,ANIME e CARTONI,,Hikvision2TB
I Fantastici 4 (2005) EXTENDED EDITION [1080p.x264.ITA-DTS-5.1.ENG] (by.phadron) MIRCrew.mkv,7.1GB,FILM,,Hikvision2TB
I Fantastici 4 e Silver Surfer (2007) EXTENDED EDITION [1080p.x264.ITA-DTS-5.1.ENG] (by.phadron) MIRCrew.mkv,4.7GB,FILM,,Hikvision2TB
I racconti del terrore - Tales of Terror  (1962) 1080p h264 Ac3 Ita Eng MultiSub-MIRCrew.mkv,1.9GB,FILM,,Hikvision2TB
Il Signore degli Anelli 1 La compagnia dell'Anello (2001) AC3 ITA.ENG 1080p H265 sub NUita.eng Sp33dy94-MIRCrew.mkv,5.2GB,Il Signore degli Anelli + LO HOBBIT Trilogia Extended + Extra (2001-2003) 1080p H265 ITA.ENG sub ita.eng,FILM,Hikvision2TB
Il Signore degli Anelli 2 Le due torri (2002) AC3 ITA.ENG 1080p H265 sub NUita.eng Sp33dy94-MIRCrew.mkv,5.8GB,Il Signore degli Anelli + LO HOBBIT Trilogia Extended + Extra (2001-2003) 1080p H265 ITA.ENG sub ita.eng,FILM,Hikvision2TB
Il Signore degli Anelli 3 Il ritorno del re (2003) AC3 ITA.ENG 1080p H265 sub NUita.eng Sp33dy94-MIRCrew.mkv,6.8GB,Il Signore degli Anelli + LO HOBBIT Trilogia Extended + Extra (2001-2003) 1080p H265 ITA.ENG sub ita.eng,FILM,Hikvision2TB
Il vampiro del pianeta rosso - Not of this Earth (1957) SD h264 Ac3 Ita Eng Sub Ita Eng-MIRCrew.mkv,1.1GB,FILM,,Hikvision2TB
"Il.Grande.Mazinga,.Getta.Robot.G,.UFO.Robot.Goldrake.contro.il.Dragosauro.1976.BRrip.1080p.x264.AC3.ITA.ITA.ITA.JAP.SUB.CAP.By.FG72v2.[94673635].mkv",1.1GB,ANIME e CARTONI,,Hikvision2TB
Il.Grande.Mazinga.contro.Getta.Robot.1975.BRmux.1080p.x264.AC3.ITA.ITA.ITA.JAP.SUB.CAP.By.FG72.[E94D7DF8].mkv,1.1GB,ANIME e CARTONI,,Hikvision2TB
Il.Grande.Mazinga.contro.Getta.Robot.G.1975.BRrip.1080p.x264.AC3.ITA.ITA.ITA.JAP.SUB.CAP.By.FG72.[80CAA0B3].mkv,891MB,ANIME e CARTONI,,Hikvision2TB
In.questo.angolo.di.mondo.(2016).1080p.BluRay.DTS.ITA.AC3.JAP.Subs.x264.mkv,4.7GB,ANIME e CARTONI,,Hikvision2TB
It.1990.BluRay.1080p.AC3.ITA.AC3.ENG.Subs.x264-WGZ.mkv,17.1GB,SERIE TV,,Hikvision2TB
Justified.City.Primeval.S01E01.City.Primeval.ITA.ENG.1080P.DSNP.WEB-DL.DDP5.1.H264-MeM.GP.mkv,2.6GB,SERIE TV,,Hikvision2TB
Justified.City.Primeval.S01E02.The.Oklahoma.Widman.ITA.ENG.1080P.DSNP.WEB-DL.DDP5.1.H264-MeM.GP.mkv,2.4GB,SERIE TV,,Hikvision2TB
Justified.City.Primeval.S01E03.Backstabbers.ITA.ENG.1080P.DSNP.WEB-DL.DDP5.1.H264-MeM.GP.mkv,2.0GB,SERIE TV,,Hikvision2TB
Justified.City.Primeval.S01E04.Kokomo.ITA.ENG.1080P.DSNP.WEB-DL.DDP5.1.H264-MeM.GP.mkv,2.0GB,SERIE TV,,Hikvision2TB
Justified.City.Primeval.S01E05.You.Good.ITA.ENG.1080p.DSNP.WEB-DL.DDP5.1.H.264-MeM.GP.mkv,2.2GB,SERIE TV,,Hikvision2TB
Justified.City.Primeval.S01E06.Doppio.Gioco.ITA.ENG.1080p.DSNP.WEB-DL.DDP5.1.H.264-MeM.GP.mkv,2.1GB,SERIE TV,,Hikvision2TB
Justified.City.Primeval.S01E07.L.arma.del.delitto.ITA.ENG.1080p.DSNP.WEB-DL.DDP5.1.H.264-MeM.GP.mkv,1.8GB,SERIE TV,,Hikvision2TB
Justified.City.Primeval.S01E08.La.domanda.ITA.ENG.1080p.DSNP.WEB-DL.DDP5.1.H.264-MeM.GP.mkv,2.1GB,SERIE TV,,Hikvision2TB
L'estate di Kikujiro (1999) 1080p H264 Ac3 Ita Jap Sub Ita Eng.mkv,2.2GB,FILM,,Hikvision2TB
La morte dall'occhio di cristallo (1965) 1080p h264 Ac3 Ita Eng Sub Eng-MIRCrew.mkv,1.6GB,FILM,,Hikvision2TB
La.forma.della.voce.(2016).1080p.BluRay.DTS.ITA.DTS.JAP.Subs.x264.mkv,7.3GB,ANIME e CARTONI,,Hikvision2TB
Landman.S01E01.Landman.ITA.ENG.1080p.AMZN.WEB-DL.DDP2.0.H.264-MeM.GP.mkv,3.3GB,SERIE TV,,Hikvision2TB
Landman.S01E02.Sognatori.e.perdenti.ITA.ENG.1080p.AMZN.WEB-DL.DDP2.0.H.264-MeM.GP.mkv,3.6GB,SERIE TV,,Hikvision2TB
Landman.S01E03.L.inferno.ha.un.giardino.davanti.ITA.ENG.1080p.AMZN.WEB-DL.DDP2.0.H.264-MeM.GP.mkv,3.5GB,SERIE TV,,Hikvision2TB
Landman.S01E04.L.inganno.delle.seconde.possibilita.ITA.ENG.1080p.AMZN.WEB-DL.DDP2.0.H.264-MeM.GP.mkv,2.8GB,SERIE TV,,Hikvision2TB
Landman.S01E05.Dov.e.casa.ITA.ENG.1080p.AMZN.WEB-DL.DDP2.0.H.264-MeM.GP.mkv,4.3GB,SERIE TV,,Hikvision2TB
Landman.S01E06.Attenzione.al.secondo.pestaggio.ITA.ENG.1080p.AMZN.WEB-DL.DDP2.0.H264-MeM.GP.mkv,2.6GB,SERIE TV,,Hikvision2TB
Landman.S01E07.Tutte.le.strade.portano.a.un.buco.ITA.ENG.1080p.AMZN.WEB-DL.DDP2.0.H264-MeM.GP.mkv,2.7GB,SERIE TV,,Hikvision2TB
Landman.S01E08.Goffa.questa.vita.ITA.ENG.1080p.AMZN.WEB-DL.DDP2.0.H264-MeM.GP.mkv,3.6GB,SERIE TV,,Hikvision2TB
Landman.S01E09.WolfCamp.ITA.ENG.1080p.AMZN.WEB-DL.DDP2.0.H264-MeM.GP.mkv,3.3GB,SERIE TV,,Hikvision2TB
Landman.S01E10.Briciole.di.speranza.ITA.ENG.1080p.AMZN.WEB-DL.DDP2.0.H264-MeM.GP.mkv,4.7GB,SERIE TV,,Hikvision2TB
Lawmen La Storia Di Bass Reeves s01e01 Parte I Web-Dl 1080P E-Ac3 Ac3 Ita Eng Subs S-K.mkv,3.6GB,FILM,,Hikvision2TB
Le.foto.di.Gioia.1987.RM4k.VS.1080p.BluRay.x265.hevc.10bit.AAC.2.0.dual.commentary-HeVK.mkv,10.4GB,FILM,,Hikvision2TB
"Lei, l'arma finale 1x01.mkv",891MB,Lei l'arma finale,ANIME e CARTONI,Hikvision2TB
"Lei, l'arma finale 1x02.mkv",901MB,Lei l'arma finale,ANIME e CARTONI,Hikvision2TB
"Lei, l'arma finale 1x03.mkv",819MB,Lei l'arma finale,ANIME e CARTONI,Hikvision2TB
"Lei, l'arma finale 1x04.mkv",860MB,Lei l'arma finale,ANIME e CARTONI,Hikvision2TB
"Lei, l'arma finale 1x05.mkv",881MB,Lei l'arma finale,ANIME e CARTONI,Hikvision2TB
"Lei, l'arma finale 1x06.mkv",1.5GB,Lei l'arma finale,ANIME e CARTONI,Hikvision2TB
"Lei, l'arma finale 1x07.mkv",901MB,Lei l'arma finale,ANIME e CARTONI,Hikvision2TB
"Lei, l'arma finale 1x08.mkv",901MB,Lei l'arma finale,ANIME e CARTONI,Hikvision2TB
"Lei, l'arma finale 1x09.mkv",870MB,Lei l'arma finale,ANIME e CARTONI,Hikvision2TB
"Lei, l'arma finale 1x10.mkv",870MB,Lei l'arma finale,ANIME e CARTONI,Hikvision2TB
"Lei, l'arma finale 1x11.mkv",993MB,Lei l'arma finale,ANIME e CARTONI,Hikvision2TB
"Lei, l'arma finale 1x12.mkv",963MB,Lei l'arma finale,ANIME e CARTONI,Hikvision2TB
"Lei, l'arma finale 1x13.mkv",881MB,Lei l'arma finale,ANIME e CARTONI,Hikvision2TB
Lo.Hobbit.-.La.Battaglia.delle.Cinque.Armate.(2014).[Extended.Edition].1080p.BluRay.AC3.ITA.AC3.ENG.Subs.x264.mkv,11.6GB,Il Signore degli Anelli + LO HOBBIT Trilogia Extended + Extra (2001-2003) 1080p H265 ITA.ENG sub ita.eng,FILM,Hikvision2TB
Lo.Hobbit.-.La.Desolazione.di.Smaug.(2013).[Versione.Estesa]1080p.BluRay.AC3.ITA.AC3.ENG.Subs.x264.mkv,11.4GB,Il Signore degli Anelli + LO HOBBIT Trilogia Extended + Extra (2001-2003) 1080p H265 ITA.ENG sub ita.eng,FILM,Hikvision2TB
Lo.Hobbit.Un.Viaggio.Inaspettato.-Versione.Estesa-.(Jackson.2012).1080p.BD-Rip.by.Kohaku.mkv,8.0GB,Il Signore degli Anelli + LO HOBBIT Trilogia Extended + Extra (2001-2003) 1080p H265 ITA.ENG sub ita.eng,FILM,Hikvision2TB
Lo.Squartatore.di.New.York.1978.RM4k.1080p.BluRay.x265.hevc.10bit.AAC.7.1.ITA-ENG.mkv,8.9GB,FILM,,Hikvision2TB
Lupin III - Film 00 Pilot (1969) x264.Multi-Subs.Ita.Eng [Rady].mkv,205MB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Film 01 The Secret of Mamo (1978) BD.1080p.x265.Tri-Audio.Ita.Eng.Jap [Rady].mkv,2.4GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Film 02 The Castle of Cagliostro (1979) BD.1080p.x265.Tri-Audio.Ita.Eng.Jap [Rady].mkv,1.9GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Film 03 The Legend of Gold Babylon (1985) BD.1080p.x265.Tri-Audio.Ita.Eng.Jap [Rady].mkv,2.9GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Film 04 Farewell to Nostradamus (1995) BD.1080p.x265.Tri-Audio.Ita.Eng.Jap [Rady].mkv,2.5GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Film 05 Dead or Alive (1996) BD.1080p.x265.Tri-Audio.Ita.Eng.Jap [Rady].mkv,2.1GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Film 06 Lupin vs Detective Conan (2013) [Rady][REPACK].mkv,3.0GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Film 06 Lupin vs Detective Conan (2013) BD.1080p.x265.Dual Audio.Ita.Jap [Rady].mkv,3.0GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Film 07 Jigen Daisuke no Bohyou (2014) Part 1 BD.1080p.x264.Dual Audio.Ita.Jap [Rady].mkv,1.1GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Film 07 Jigen Daisuke no Bohyou (2014) Part 2 BD.1080p.x264.Dual Audio.Ita.Jap [Rady].mkv,1.2GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Film 08 The Blood Spray of Goemon Ishikawa (2017) BD.1080p.x264.Tri-Audio.Ita.Eng.Jap [Rady].mkv,2.7GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Film 09 - Fujiko Mine's Lie (2019) BD.1080p.x265.Tri-Audio.Ita.Eng.Jap [Rady].mkv,1.4GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Film 10 -The First (2019) BD.1080p.x265.Tri-Audio.Ita.Eng.Jap [Rady].mkv,4.4GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Special 01 Bye Bye Liberty Crisis  (1989) BD.1080p.x265.Tri-Audio.Ita.Eng.Jap [Rady].mkv,3.4GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Special 02 The Hemingway Papers (1990) BD.1080p.x265.Tri-Audio.Ita.Eng.Jap [Rady].mkv,3.9GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Special 03 Steal Napoleon's Dictionary (1991) BD.1080p.x265.Tri-Audio.Ita.Eng.Jap [Rady].mkv,3.1GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Special 04 From Russia with Love (1992) BD.1080p.x265.Tri-Audio.Ita.Eng.Jap [Rady].mkv,3.5GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Special 05 Orders to Assassinate Lupin (1993) BD.1080p.x265.Tri-Audio.Ita.Eng.Jap [Rady].mkv,2.5GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
"Lupin III - Special 06 Burn, Zantetsuken (1994) BD.1080p.x265.Tri-Audio.Ita.Eng.Jap [Rady].mkv",3.0GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Special 07  The Pursuit of Harimao's Treasure (1995) BD.1080p.x265.Tri-Audio.Ita.Eng.Jap [Rady].mkv,2.9GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Special 08 The Secret of Twilight Gemini (1996) BD.1080p.x265.Tri-Audio.Ita.Eng.Jap [Rady].mkv,2.4GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Special 09 Walther P-38 (1997) BD.1080p.x265.Tri-Audio.Ita.Eng.Jap [Rady].mkv,2.5GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Special 10 Tokyo Crisis (1998) BD.1080p.x265.Tri-Audio.Ita.Eng.Jap [Rady].mkv,3.1GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Special 11 Fujiko's Unlucky Days (1999) BD.1080p.x265.Tri-Audio.Ita.Eng.Jap [Rady].mkv,2.8GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Special 12 $1 Money Wars (2000) BD.1080p.x265.Tri-Audio.Ita.Eng.Jap [Rady].mkv,2.5GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Special 13 - Alcatraz Connection (2001) BD.1080p.x265.Tri-Audio.Ita.Eng.Jap [Rady].mkv,1.9GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Special 14 - Episode 0 First Contact (2002) BD.1080p.x265.Tri-Audio.Ita.Eng.Jap [Rady].mkv,2.0GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Special 15 Operation Return the Treasure (2003) BD.1080p.x265.Dual Audio.Ita.Jap [Rady].mkv,1.8GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Special 16 Stolen Lupin (2004) BD.1080p.x265.Dual Audio.Ita.Jap [REPACK].mkv,1.4GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Special 17 An Angels Tactic (2005) BD.1080p.x265.Dual Audio.Ita.Jap [REPACK].mkv,2.1GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Special 18  Seven Days Rhapsody (2006) BD.1080p.x265.Dual Audio.Ita.Jap [Rady].mkv,1.5GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Special 19 The Elusiveness of Fog (2007) BD.1080p.x265.Dual Audio.Ita.Jap [Rady].mkv,2.0GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Special 20 Sweet Lost Night (Magic Lamp's Nightmare Premonition) (2008) BD.1080p.x265.Dual Audio.Ita.Jap [Rady][REPACK].mkv,3.1GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Special 21 The Last Job (2010) BD.1080p.x265.Dual Audio.Ita.Jap [Rady].mkv,2.2GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Special 22 Blood Seal of the Eternal Mermaid (2011) BD.1080p.x265.Tri-Audio.Ita.Eng.Jap [Rady].mkv,3.4GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Special 23 Another Page (2012) BD.1080p.x265.Dual Audio.Ita.Jap [Rady].mkv,2.2GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Special 24 Princess of the Breeze (Hidden City in the Sky) (2013) BD.1080p.x264.Dual Audio.Ita.Jap [Rady].mkv,3.5GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Special 25 Italian Game (2016) BD.1080p.x264.Ita.Jpn.Subs.Ita.Eng [REPACK].mkv,3.1GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Special 26 Goodbye Partner (2019) BD.1080p.x265Ita.Eng.Jap [REPACK].mkv,3.6GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - Special 27 Prison of the Past (2019) BD.1080p.x265.Ita.Jpn.Subs.Ita.Eng [REPACK].mkv,2.9GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
Lupin III - TV-Special Lupin III vs Detective Conan (2009) BD.1080p.x264.Dual Audio.Ita.Jap [Rady].mkv,2.5GB,Lupin III - Movies & Specials Collection (1969-2019) BD.1080p.Multi-Audio-Subs.Jap.Ita.Eng [Rady],ANIME e CARTONI,Hikvision2TB
